Prefecture,Category,Item,Value,Date,Primary_source,Secondary_source
Fukuoka,Area,Total,4986,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Saga,Area,Total,2441,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Nagasaki,Area,Total,4132,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Kumamoto,Area,Total,7409,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Oita,Area,Total,6341,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Miyazaki,Area,Total,7735,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Kagoshima,Area,Total,9187,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Okinawa,Area,Total,2281,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Hokkaido,Area,Habitable,22373,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Aomori,Area,Habitable,3230,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Iwate,Area,Habitable,3714,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Miyagi,Area,Habitable,3155,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Akita,Area,Habitable,3204,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Yamagata,Area,Habitable,2885,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Fukushima,Area,Habitable,4217,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Ibaraki,Area,Habitable,3975,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Tochigi,Area,Habitable,2983,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Gunma,Area,Habitable,2279,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Saitama,Area,Habitable,2585,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Chiba,Area,Habitable,3554,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Tokyo,Area,Habitable,1418,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Kanagawa,Area,Habitable,1471,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Niigata,Area,Habitable,4535,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Toyama,Area,Habitable,1843,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Ishikawa,Area,Habitable,1392,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Fukui,Area,Habitable,1077,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Yamanashi,Area,Habitable,954,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Nagano,Area,Habitable,3226,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Gifu,Area,Habitable,2211,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Shizuoka,Area,Habitable,2749,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Aichi,Area,Habitable,2988,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Mie,Area,Habitable,2059,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Shiga,Area,Habitable,1307,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Kyoto,Area,Habitable,1174,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Osaka,Area,Habitable,1331,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Hyogo,Area,Habitable,2783,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Nara,Area,Habitable,856,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Wakayama,Area,Habitable,1115,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Tottori,Area,Habitable,901,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Shimane,Area,Habitable,1299,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Okayama,Area,Habitable,2219,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Hiroshima,Area,Habitable,2311,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Yamaguchi,Area,Habitable,1707,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Tokushima,Area,Habitable,1010,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Kagawa,Area,Habitable,1006,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Ehime,Area,Habitable,1673,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Kochi,Area,Habitable,1163,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Fukuoka,Area,Habitable,2761,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Saga,Area,Habitable,1336,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Nagasaki,Area,Habitable,1676,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Kumamoto,Area,Habitable,2796,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Oita,Area,Habitable,1799,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Miyazaki,Area,Habitable,1850,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Kagoshima,Area,Habitable,3313,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Okinawa,Area,Habitable,1169,10/1/2015,,https://ja.wikipedia.org/wiki/%E9%83%BD%E9%81%93%E5%BA%9C%E7%9C%8C%E3%81%AE%E9%9D%A2%E7%A9%8D%E4%B8%80%E8%A6%A7#cite_note-2
Hokkaido,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Aomori,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Iwate,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Miyagi,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Akita,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Yamagata,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Fukushima,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Ibaraki,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Tochigi,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Gunma,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Saitama,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Chiba,Hospital_bed,Specific,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Tokyo,Hospital_bed,Specific,4,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Kanagawa,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Niigata,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Toyama,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Ishikawa,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Fukui,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Yamanashi,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Nagano,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Gifu,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Shizuoka,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Aichi,Hospital_bed,Specific,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Mie,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Shiga,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Kyoto,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Osaka,Hospital_bed,Specific,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Hyogo,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Nara,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Wakayama,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Tottori,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Shimane,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Okayama,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Hiroshima,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Yamaguchi,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Tokushima,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Kagawa,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Ehime,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Kochi,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Fukuoka,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Saga,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Nagasaki,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Kumamoto,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Oita,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Miyazaki,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Kagoshima,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Okinawa,Hospital_bed,Specific,0,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Hokkaido,Hospital_bed,Type-I,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Aomori,Hospital_bed,Type-I,1,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Iwate,Hospital_bed,Type-I,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Miyagi,Hospital_bed,Type-I,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Akita,Hospital_bed,Type-I,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Yamagata,Hospital_bed,Type-I,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Fukushima,Hospital_bed,Type-I,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Ibaraki,Hospital_bed,Type-I,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Tochigi,Hospital_bed,Type-I,1,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Gunma,Hospital_bed,Type-I,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Saitama,Hospital_bed,Type-I,4,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Chiba,Hospital_bed,Type-I,1,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Tokyo,Hospital_bed,Type-I,8,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Kanagawa,Hospital_bed,Type-I,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Niigata,Hospital_bed,Type-I,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Toyama,Hospital_bed,Type-I,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Ishikawa,Hospital_bed,Type-I,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Fukui,Hospital_bed,Type-I,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Yamanashi,Hospital_bed,Type-I,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Nagano,Hospital_bed,Type-I,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Gifu,Hospital_bed,Type-I,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Shizuoka,Hospital_bed,Type-I,2,4/1/2019,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
